tipo_operacion,importe,hora,dia_semana,pais_destino,antiguedad_cliente,num_transacciones_24h,importe_promedio_historico,ratio_importe_vs_historico,canal,es_fraude
retiro_cajero,151.72,14,4,domestic,54,3,160.31,0.9464,sucursal,0
transferencia,143.84,22,1,domestic,100,3,113.44,1.268,sucursal,0
retiro_cajero,167.65,20,6,Asia,42,1,143.59,1.1675,cajero,0
retiro_cajero,177.21,14,4,domestic,41,2,242.54,0.7306,web,0
transferencia,101.63,18,1,domestic,115,4,107.56,0.9449,app_movil,0
pago_online,51.62,18,4,domestic,109,2,62.47,0.8263,sucursal,0
compra_pos,37.11,11,2,Asia,53,2,29.05,1.2775,sucursal,0
pago_online,84.52,12,1,domestic,22,2,134.17,0.63,web,0
transferencia,229.19,21,0,Africa,52,1,228.29,1.0039,app_movil,0
compra_pos,515.35,11,2,US,149,1,453.92,1.1353,app_movil,0
pago_online,61.94,3,4,domestic,108,3,48.3,1.2824,web,0
pago_online,83.78,11,0,US,62,3,112.42,0.7453,web,0
retiro_cajero,127.35,14,3,US,60,1,203.85,0.6247,web,0
pago_online,229.74,12,1,domestic,15,2,182.53,1.2587,web,0
pago_online,1049.37,22,6,Africa,43,7,159.37,6.5845,web,1
transferencia,14.55,15,3,EU,4,0,17.23,0.8447,app_movil,0
transferencia,391.41,19,0,domestic,51,4,363.81,1.0759,cajero,0
transferencia,114.51,7,6,domestic,89,2,111.23,1.0295,web,0
pago_online,148.44,22,4,domestic,48,2,143.57,1.0339,sucursal,0
pago_online,174.2,10,1,domestic,39,1,238.68,0.7298,sucursal,0
transferencia_internacional,330.88,13,6,Asia,6,5,106.56,3.1051,app_movil,1
transferencia,44.49,23,5,US,48,2,49.48,0.8992,web,0
pago_online,468.76,18,3,domestic,58,2,346.64,1.3523,app_movil,0
pago_online,26.19,17,1,domestic,26,1,49.59,0.5282,sucursal,0
transferencia,378.04,20,1,domestic,36,0,270.95,1.3952,cajero,0
transferencia,37.83,12,6,domestic,65,2,70.48,0.5367,cajero,0
pago_online,31.66,15,0,domestic,84,3,35.78,0.8848,app_movil,0
transferencia,363.45,11,3,EU,18,2,252.19,1.4412,web,0
transferencia,150.12,21,4,Africa,65,0,124.36,1.2072,sucursal,0
transferencia,73.52,10,6,domestic,54,1,102.96,0.7141,web,0
transferencia,154.4,18,2,domestic,196,1,133.67,1.1551,app_movil,0
transferencia,78.43,14,0,US,39,1,79.82,0.9826,app_movil,0
retiro_cajero,44.05,15,4,domestic,140,1,53.98,0.816,app_movil,0
retiro_cajero,312.31,12,3,domestic,11,3,231.25,1.3505,app_movil,0
transferencia,58.86,15,3,domestic,32,4,107.41,0.548,web,0
compra_pos,71.62,15,2,domestic,89,5,91.33,0.7842,app_movil,0
retiro_cajero,137.28,18,6,Asia,43,2,124.19,1.1054,sucursal,0
pago_online,23.89,11,1,domestic,108,2,32.54,0.7341,web,0
retiro_cajero,167.93,18,0,domestic,43,2,151.79,1.1063,sucursal,0
pago_online,21.33,18,4,LATAM,32,0,17.26,1.2356,cajero,0
transferencia,159.09,13,0,domestic,30,2,104.66,1.52,web,0
retiro_cajero,613.23,21,0,domestic,40,1,659.56,0.9298,web,0
pago_online,145.5,20,2,domestic,124,1,113.36,1.2835,web,0
compra_pos,58.78,17,6,LATAM,19,5,53.29,1.103,app_movil,0
pago_online,50.63,16,1,domestic,29,1,41.09,1.2322,web,0
pago_online,295.19,16,1,domestic,53,4,247.14,1.1944,sucursal,0
pago_online,135.31,12,3,EU,130,1,187.86,0.7203,app_movil,0
retiro_cajero,233.18,19,3,domestic,47,3,171.66,1.3584,app_movil,0
retiro_cajero,48.88,9,4,domestic,41,3,50.22,0.9734,app_movil,0
compra_pos,144.85,19,4,US,88,2,151.06,0.9589,app_movil,0
transferencia_internacional,77.82,12,1,domestic,37,3,81.9,0.9501,app_movil,0
pago_online,30.98,7,1,domestic,83,1,46.55,0.6656,web,0
retiro_cajero,77.24,9,6,domestic,71,3,72.8,1.061,web,0
transferencia_internacional,322.79,10,0,domestic,10,0,299.57,1.0775,app_movil,0
compra_pos,86.51,15,0,domestic,28,0,89.42,0.9675,cajero,0
pago_online,11.8,9,0,domestic,2,1,13.81,0.8545,web,0
transferencia_internacional,158.84,14,2,EU,23,3,134.44,1.1815,app_movil,0
pago_online,31.75,14,1,domestic,42,2,51.5,0.6165,web,0
transferencia_internacional,190.33,11,3,US,31,2,217.79,0.8739,web,0
pago_online,62.97,14,2,EU,50,1,92.79,0.6787,web,0
pago_online,133.23,8,1,EU,156,2,101.08,1.318,cajero,0
transferencia,139.41,13,1,US,80,1,134.85,1.0338,sucursal,0
transferencia,43.56,10,0,domestic,103,3,78.18,0.5572,cajero,0
transferencia_internacional,145.28,2,3,domestic,84,3,167.75,0.8661,web,0
transferencia,26.8,9,6,domestic,158,0,37.23,0.7197,web,0
pago_online,19.58,18,0,domestic,37,0,28.25,0.6933,web,0
compra_pos,122.64,13,1,domestic,15,1,175.98,0.6969,web,0
compra_pos,19.55,6,2,domestic,39,0,48.39,0.4041,app_movil,0
pago_online,364.32,13,6,LATAM,67,0,268.76,1.3556,web,0
retiro_cajero,68.34,13,6,domestic,71,2,48.0,1.4238,app_movil,0
pago_online,166.96,10,5,domestic,84,2,164.23,1.0166,app_movil,0
pago_online,22.42,13,4,domestic,64,1,36.99,0.6061,app_movil,0
transferencia,83.56,12,2,US,93,1,68.14,1.2263,cajero,0
compra_pos,188.57,19,6,LATAM,12,0,166.29,1.134,app_movil,0
compra_pos,34.76,1,1,domestic,83,1,37.19,0.9345,web,0
transferencia_internacional,27.17,8,3,LATAM,108,0,42.61,0.6378,app_movil,0
compra_pos,57.27,13,6,domestic,38,2,58.55,0.9781,web,0
pago_online,32.13,11,3,domestic,99,1,30.87,1.041,app_movil,0
retiro_cajero,254.67,4,0,LATAM,12,3,57.54,4.426,web,1
pago_online,44.25,12,1,US,36,1,57.58,0.7685,web,0
pago_online,202.06,15,1,domestic,92,3,131.54,1.5361,app_movil,0
transferencia,256.75,14,6,EU,63,0,210.04,1.2224,app_movil,0
transferencia,39.32,18,0,Africa,37,2,46.21,0.851,app_movil,0
compra_pos,64.15,9,0,domestic,29,2,51.25,1.2518,app_movil,0
transferencia,25.53,6,1,EU,82,2,36.71,0.6954,app_movil,0
transferencia,82.8,8,0,US,88,0,80.77,1.0252,sucursal,0
compra_pos,52.07,14,3,LATAM,89,0,55.06,0.9456,app_movil,0
transferencia,63.75,19,0,domestic,37,0,58.29,1.0937,web,0
transferencia,44.51,12,2,domestic,45,2,90.27,0.493,web,0
transferencia,117.76,8,0,US,16,0,91.64,1.2851,sucursal,0
pago_online,14.12,15,2,LATAM,58,2,26.02,0.5427,app_movil,0
pago_online,111.31,5,6,LATAM,25,6,48.59,2.2908,app_movil,1
retiro_cajero,337.86,0,1,domestic,43,4,331.92,1.0179,app_movil,0
compra_pos,43.8,15,1,domestic,35,0,42.88,1.0214,app_movil,0
transferencia,42.91,0,4,domestic,56,2,92.51,0.4639,cajero,0
transferencia,8.51,14,0,domestic,56,0,10.98,0.7751,sucursal,0
transferencia,354.52,18,4,domestic,37,3,263.61,1.3449,app_movil,0
transferencia,55.66,6,6,domestic,63,2,68.45,0.8132,app_movil,0
compra_pos,59.39,11,4,domestic,37,2,44.21,1.3433,web,0
transferencia,48.65,15,1,Asia,109,2,73.96,0.6578,app_movil,0
compra_pos,30.24,7,2,domestic,38,1,58.62,0.5159,sucursal,0
compra_pos,113.04,12,1,domestic,100,0,157.02,0.7199,sucursal,0
retiro_cajero,135.57,12,0,domestic,59,2,118.84,1.1408,app_movil,0
pago_online,64.32,12,4,LATAM,65,1,55.88,1.1511,web,0
transferencia,90.32,19,5,EU,66,1,99.27,0.9098,web,0
pago_online,102.53,14,1,EU,64,3,62.52,1.64,web,0
pago_online,81.67,19,4,domestic,64,1,80.6,1.0132,cajero,0
pago_online,71.99,9,2,domestic,27,1,87.66,0.8212,cajero,0
transferencia,446.25,15,4,domestic,98,2,394.87,1.1301,sucursal,0
retiro_cajero,85.53,12,4,domestic,51,1,119.59,0.7152,cajero,0
retiro_cajero,497.87,6,2,EU,57,0,473.74,1.0509,app_movil,0
pago_online,107.79,8,3,domestic,15,3,145.81,0.7393,app_movil,0
transferencia_internacional,518.62,14,6,domestic,35,1,290.49,1.7853,sucursal,0
pago_online,28.29,11,4,domestic,35,1,38.27,0.7392,app_movil,0
pago_online,11.88,19,4,domestic,38,3,8.73,1.3605,app_movil,0
compra_pos,84.03,8,0,domestic,7,0,80.9,1.0386,web,0
pago_online,115.91,21,4,domestic,21,5,127.43,0.9096,web,0
pago_online,35.5,14,3,domestic,42,2,27.35,1.2978,sucursal,0
pago_online,209.84,1,2,Africa,15,1,160.48,1.3076,web,0
pago_online,18.05,11,0,domestic,18,4,27.82,0.6488,app_movil,0
pago_online,448.12,11,0,domestic,7,0,323.67,1.3845,app_movil,0
compra_pos,86.4,13,1,Africa,41,3,96.05,0.8995,web,0
transferencia,127.01,13,1,EU,8,3,120.25,1.0563,sucursal,0
pago_online,145.82,13,0,Asia,85,1,158.54,0.9198,cajero,0
pago_online,207.14,13,4,domestic,88,1,120.62,1.7173,app_movil,0
transferencia,248.06,16,1,LATAM,2,2,75.94,3.2666,app_movil,1
pago_online,119.04,10,2,domestic,78,3,94.34,1.2618,sucursal,0
transferencia,297.64,18,0,domestic,80,0,437.77,0.6799,sucursal,0
pago_online,60.86,15,4,Africa,29,4,95.31,0.6386,web,0
compra_pos,33.54,8,1,Asia,84,1,55.71,0.6021,cajero,0
retiro_cajero,90.24,7,3,domestic,133,1,77.29,1.1675,app_movil,0
compra_pos,85.99,18,6,domestic,64,2,79.53,1.0812,web,0
retiro_cajero,188.03,13,3,domestic,98,3,154.93,1.2136,app_movil,0
pago_online,118.64,8,5,domestic,34,1,138.06,0.8594,cajero,0
pago_online,158.89,13,2,domestic,79,0,170.14,0.9339,sucursal,0
retiro_cajero,67.31,10,3,domestic,47,1,47.93,1.4043,web,0
retiro_cajero,261.47,14,4,domestic,44,1,245.22,1.0663,web,0
pago_online,2638.62,18,2,domestic,28,2,1780.01,1.4824,app_movil,0
pago_online,59.69,6,2,domestic,75,1,51.49,1.1593,app_movil,0
compra_pos,263.74,15,3,domestic,53,3,288.49,0.9142,web,0
pago_online,88.5,9,2,US,34,3,72.9,1.214,app_movil,0
retiro_cajero,46.54,18,5,domestic,16,3,63.96,0.7276,web,0
pago_online,247.69,9,1,domestic,63,0,167.11,1.4822,web,0
pago_online,110.83,19,4,domestic,31,4,87.49,1.2668,web,0
pago_online,84.37,16,4,domestic,25,3,159.72,0.5283,web,0
transferencia,76.12,23,3,domestic,64,0,56.27,1.3528,app_movil,0
transferencia,101.06,15,1,LATAM,61,1,107.4,0.941,app_movil,0
compra_pos,73.8,19,4,domestic,79,4,77.4,0.9535,app_movil,0
transferencia_internacional,219.49,9,3,domestic,52,1,171.98,1.2762,app_movil,0
compra_pos,135.44,23,5,domestic,150,6,127.63,1.0612,app_movil,0
transferencia_internacional,93.98,11,5,domestic,50,2,97.96,0.9594,web,0
compra_pos,204.75,18,3,domestic,77,2,176.9,1.1574,web,0
transferencia,94.49,15,3,domestic,32,1,80.96,1.1671,app_movil,0
retiro_cajero,75.62,13,3,US,34,1,81.86,0.9237,cajero,0
pago_online,51.81,10,5,Asia,39,1,61.47,0.8428,app_movil,0
retiro_cajero,72.03,18,5,domestic,112,1,88.63,0.8127,web,0
retiro_cajero,46.7,12,4,domestic,42,0,66.83,0.6987,web,0
compra_pos,123.86,22,2,domestic,60,1,133.07,0.9308,cajero,0
compra_pos,72.07,12,6,domestic,72,1,79.9,0.902,web,0
pago_online,115.86,17,2,domestic,53,0,117.75,0.9839,web,0
pago_online,255.1,11,1,domestic,71,2,206.75,1.2338,web,0
transferencia,174.37,14,6,LATAM,50,4,176.96,0.9854,web,0
pago_online,275.89,15,1,LATAM,103,0,242.99,1.1354,web,0
transferencia,497.72,10,1,US,55,1,491.38,1.0129,app_movil,0
retiro_cajero,46.46,17,1,domestic,85,0,46.61,0.9968,app_movil,0
pago_online,60.27,17,1,domestic,36,0,70.86,0.8506,app_movil,0
transferencia_internacional,17.77,13,6,domestic,59,2,28.45,0.6246,app_movil,0
retiro_cajero,96.75,14,0,domestic,154,1,163.44,0.592,web,0
compra_pos,460.63,6,6,domestic,34,1,934.76,0.4928,web,0
pago_online,43.32,16,2,domestic,84,3,46.4,0.9336,web,0
retiro_cajero,81.06,14,3,domestic,32,1,146.31,0.554,cajero,0
pago_online,239.08,18,2,domestic,211,2,320.19,0.7467,sucursal,0
compra_pos,270.48,20,3,domestic,96,0,431.57,0.6267,sucursal,0
compra_pos,49.66,16,4,LATAM,49,1,44.11,1.1259,cajero,0
compra_pos,44.08,17,1,Africa,14,0,44.87,0.9824,app_movil,0
transferencia,24.81,11,4,domestic,23,2,32.1,0.773,web,0
pago_online,58.03,12,1,Asia,33,2,97.42,0.5957,cajero,0
transferencia,46.09,16,2,domestic,59,2,48.39,0.9525,web,0
pago_online,452.63,12,0,domestic,65,2,306.1,1.4787,app_movil,0
retiro_cajero,34.38,16,0,domestic,14,2,28.98,1.1863,app_movil,0
pago_online,166.07,10,1,domestic,109,4,114.04,1.4563,app_movil,0
retiro_cajero,104.21,19,4,domestic,80,1,69.65,1.4962,app_movil,0
transferencia_internacional,32.03,23,2,domestic,66,2,22.37,1.432,web,0
retiro_cajero,220.86,17,6,domestic,26,3,170.81,1.293,app_movil,0
transferencia,58.68,9,6,domestic,51,0,49.14,1.1941,web,0
pago_online,158.63,18,5,LATAM,11,4,143.64,1.1044,sucursal,0
transferencia,219.68,8,2,EU,48,1,166.05,1.323,web,0
transferencia,17.35,19,3,LATAM,7,2,21.04,0.8245,web,0
compra_pos,197.88,19,1,domestic,89,3,211.98,0.9335,web,0
compra_pos,114.0,11,0,domestic,47,2,170.03,0.6705,app_movil,0
retiro_cajero,164.78,7,0,domestic,157,5,184.92,0.8911,web,0
transferencia,61.89,20,6,domestic,91,0,45.61,1.357,app_movil,0
transferencia,46.93,14,0,domestic,66,1,62.97,0.7453,app_movil,0
pago_online,103.5,14,3,domestic,69,1,110.42,0.9373,cajero,0
retiro_cajero,73.82,13,3,domestic,62,0,68.04,1.0849,sucursal,0
transferencia,44.44,10,3,domestic,75,2,86.18,0.5157,web,0
pago_online,80.83,8,0,EU,23,1,82.1,0.9846,sucursal,0
transferencia_internacional,32.89,22,2,domestic,43,3,93.51,0.3517,web,0
retiro_cajero,112.94,18,1,Africa,25,0,92.1,1.2263,cajero,0
pago_online,80.47,18,4,domestic,164,2,156.52,0.5141,app_movil,0
retiro_cajero,39.22,17,4,LATAM,75,1,64.13,0.6116,app_movil,0
transferencia,66.21,21,6,domestic,102,3,105.25,0.6291,cajero,0
retiro_cajero,168.35,10,2,domestic,104,1,179.21,0.9394,sucursal,0
pago_online,125.46,6,1,domestic,26,1,119.78,1.0474,web,0
pago_online,69.45,12,3,domestic,5,0,75.32,0.922,app_movil,0
transferencia_internacional,49.81,19,5,domestic,61,1,50.02,0.9958,app_movil,0
transferencia,53.49,13,4,domestic,45,1,65.44,0.8174,sucursal,0
transferencia,216.57,12,6,domestic,53,0,126.76,1.7085,cajero,0
pago_online,150.99,23,3,domestic,103,3,112.33,1.3442,web,0
pago_online,63.96,12,4,domestic,66,3,52.83,1.2106,app_movil,0
transferencia,334.88,10,0,domestic,95,3,279.32,1.1989,cajero,0
transferencia,108.18,9,2,EU,29,3,125.22,0.8639,cajero,0
compra_pos,128.79,19,0,domestic,71,1,222.55,0.5787,web,0
retiro_cajero,98.79,17,1,domestic,107,1,82.26,1.2009,app_movil,0
pago_online,1364.55,1,6,LATAM,8,3,213.18,6.4009,app_movil,1
transferencia,21.47,9,2,domestic,66,1,40.16,0.5346,sucursal,0
transferencia,393.46,11,4,EU,26,0,322.6,1.2197,app_movil,0
transferencia,18.19,11,5,EU,71,0,25.87,0.703,app_movil,0
pago_online,486.93,14,0,domestic,28,0,396.44,1.2282,cajero,0
compra_pos,66.85,9,3,Asia,94,2,98.57,0.6782,app_movil,0
pago_online,246.31,15,2,US,55,0,211.79,1.163,app_movil,0
transferencia,30.93,12,0,domestic,38,2,32.62,0.9481,cajero,0
retiro_cajero,50.5,21,1,domestic,70,2,41.77,1.2091,web,0
transferencia,53.97,10,1,domestic,98,1,72.19,0.7477,app_movil,0
compra_pos,197.18,14,5,Africa,60,1,129.97,1.5171,web,0
transferencia,62.51,19,1,EU,22,2,64.08,0.9755,web,0
compra_pos,12.53,10,1,US,9,0,16.05,0.7808,sucursal,0
pago_online,211.37,16,5,domestic,117,0,133.01,1.5891,cajero,0
transferencia,67.96,23,0,domestic,123,3,63.93,1.063,app_movil,0
pago_online,38.24,13,1,domestic,86,0,29.37,1.3022,cajero,0
compra_pos,60.86,1,4,LATAM,48,0,47.02,1.2943,app_movil,0
pago_online,64.04,15,1,domestic,35,3,63.96,1.0012,web,0
retiro_cajero,112.37,19,4,domestic,120,1,99.94,1.1244,app_movil,0
transferencia,208.35,18,6,domestic,20,1,284.74,0.7317,app_movil,0
compra_pos,112.96,5,2,EU,17,2,101.69,1.1108,web,0
transferencia,88.52,19,0,domestic,23,2,77.78,1.1381,cajero,0
pago_online,149.35,19,1,domestic,56,1,150.94,0.9894,app_movil,0
retiro_cajero,176.0,18,3,domestic,50,2,223.76,0.7866,web,0
compra_pos,63.12,12,5,domestic,38,1,106.15,0.5946,app_movil,0
compra_pos,51.71,10,1,domestic,67,1,36.01,1.436,cajero,0
transferencia_internacional,424.75,2,2,domestic,7,2,220.19,1.929,web,1
retiro_cajero,648.73,18,3,domestic,189,3,381.01,1.7027,web,0
compra_pos,19.95,7,1,LATAM,42,3,35.18,0.567,web,0
compra_pos,219.12,6,1,domestic,54,1,138.72,1.5796,web,0
transferencia,43.64,12,5,domestic,79,3,62.61,0.697,cajero,0
compra_pos,271.78,9,1,Asia,4,6,130.53,2.0821,web,1
retiro_cajero,104.52,16,3,domestic,29,0,93.13,1.1223,web,0
retiro_cajero,230.22,21,1,US,56,0,184.93,1.2449,app_movil,0
transferencia,153.97,8,1,domestic,27,2,208.18,0.7396,app_movil,0
transferencia,94.41,9,2,domestic,87,2,75.63,1.2484,app_movil,0
transferencia,71.26,20,5,US,65,2,63.46,1.1228,app_movil,0
pago_online,52.52,20,2,Africa,56,3,66.02,0.7955,app_movil,0
transferencia,186.03,21,6,domestic,96,1,164.06,1.1339,app_movil,0
transferencia,141.97,20,1,domestic,44,4,168.77,0.8412,sucursal,0
transferencia,104.51,18,3,domestic,45,1,88.06,1.1867,web,0
transferencia,58.67,10,3,LATAM,65,0,67.76,0.8658,cajero,0
pago_online,105.99,19,0,domestic,1,3,105.0,1.0094,web,0
retiro_cajero,145.16,17,4,domestic,22,5,98.26,1.4773,web,0
transferencia,95.2,12,4,domestic,8,2,74.26,1.282,web,0
retiro_cajero,183.58,11,4,domestic,53,1,287.16,0.6393,web,0
compra_pos,127.43,16,2,domestic,75,0,93.12,1.3684,app_movil,0
transferencia,97.71,8,3,domestic,46,2,108.95,0.8968,cajero,0
transferencia,363.6,21,5,domestic,54,2,449.38,0.8091,web,0
transferencia,445.27,15,0,domestic,72,1,523.88,0.8499,cajero,0
transferencia,111.17,11,4,domestic,67,3,109.86,1.0119,web,0
pago_online,40.65,10,1,domestic,45,0,137.9,0.2948,app_movil,0
pago_online,37.68,3,1,domestic,27,0,23.4,1.6102,web,0
compra_pos,97.97,14,5,Africa,101,1,125.12,0.783,web,0
transferencia,255.41,19,0,domestic,62,2,209.37,1.2199,app_movil,0
compra_pos,189.19,14,0,domestic,33,0,148.38,1.2751,app_movil,0
transferencia,97.31,17,3,domestic,50,2,66.31,1.4676,cajero,0
transferencia,88.6,13,0,US,37,1,118.53,0.7475,web,0
transferencia,30.61,16,4,domestic,33,2,24.59,1.2448,app_movil,0
pago_online,220.25,20,5,domestic,117,2,211.95,1.0392,web,0
retiro_cajero,18.03,14,6,EU,20,2,16.84,1.0706,cajero,0
pago_online,81.81,19,0,domestic,86,1,102.74,0.7963,app_movil,0
transferencia,64.28,9,2,domestic,26,0,57.18,1.1241,app_movil,0
transferencia,86.06,13,5,domestic,34,3,107.11,0.8034,web,0
transferencia_internacional,127.08,16,3,domestic,44,1,80.48,1.5791,sucursal,0
compra_pos,108.15,16,0,domestic,40,2,106.54,1.0152,web,0
retiro_cajero,39.95,12,0,EU,38,2,40.26,0.9923,sucursal,0
transferencia_internacional,58.09,15,1,domestic,182,4,74.11,0.7838,app_movil,0
pago_online,155.4,8,0,LATAM,38,0,221.64,0.7011,sucursal,0
pago_online,327.26,21,3,domestic,59,1,437.32,0.7483,sucursal,0
retiro_cajero,42.31,11,5,domestic,13,0,32.33,1.3085,sucursal,0
transferencia_internacional,95.31,2,4,Asia,11,2,40.87,2.3321,web,1
pago_online,52.58,17,5,US,66,0,66.63,0.7892,app_movil,0
retiro_cajero,25.91,5,4,domestic,60,2,44.31,0.5848,cajero,0
transferencia,237.61,13,3,domestic,21,0,246.74,0.963,cajero,0
retiro_cajero,256.98,4,1,domestic,16,6,194.29,1.3226,app_movil,0
pago_online,49.95,14,1,EU,138,1,35.14,1.4213,app_movil,0
retiro_cajero,36.79,8,4,domestic,12,2,141.09,0.2608,sucursal,0
retiro_cajero,43.65,12,0,domestic,65,1,44.84,0.9734,app_movil,0
transferencia_internacional,197.68,9,6,domestic,13,1,222.13,0.8899,web,0
transferencia,214.79,10,1,domestic,79,2,199.46,1.0769,app_movil,0
transferencia_internacional,77.14,20,5,Africa,25,4,21.18,3.6423,cajero,1
retiro_cajero,72.2,23,3,domestic,71,2,80.63,0.8955,app_movil,0
transferencia,308.08,21,3,domestic,12,1,254.48,1.2106,app_movil,0
compra_pos,43.04,8,0,domestic,50,1,179.04,0.2404,app_movil,0
transferencia,147.16,22,3,domestic,44,1,144.41,1.019,web,0
pago_online,221.98,15,0,domestic,91,2,193.28,1.1485,web,0
pago_online,51.17,8,5,US,29,1,27.74,1.8445,app_movil,0
compra_pos,59.82,14,3,domestic,87,2,30.94,1.9333,web,0
pago_online,259.93,6,5,Asia,72,1,384.95,0.6752,web,0
transferencia,57.0,18,0,Africa,37,2,86.56,0.6585,cajero,0
transferencia,122.85,22,5,domestic,86,0,112.95,1.0876,cajero,0
transferencia,275.0,13,5,domestic,31,0,252.17,1.0905,sucursal,0
transferencia_internacional,86.04,14,6,domestic,162,2,74.87,1.1492,app_movil,0
transferencia,90.94,10,3,domestic,73,1,80.66,1.1274,app_movil,0
pago_online,191.34,14,1,Asia,34,0,133.0,1.4387,web,0
transferencia,18.92,18,1,domestic,32,1,23.97,0.7893,sucursal,0
transferencia,78.17,21,3,Africa,26,1,127.72,0.6121,app_movil,0
compra_pos,28.83,20,1,domestic,76,2,26.37,1.0933,app_movil,0
transferencia,73.05,10,5,US,66,0,45.95,1.5898,web,0
pago_online,121.33,17,0,domestic,17,1,173.74,0.6984,app_movil,0
pago_online,142.23,17,5,domestic,51,2,189.42,0.7508,sucursal,0
transferencia,194.37,20,1,domestic,79,1,154.85,1.2552,app_movil,0
retiro_cajero,177.84,11,4,domestic,28,0,122.96,1.4463,app_movil,0
compra_pos,23.01,11,2,domestic,26,1,40.85,0.5632,app_movil,0
retiro_cajero,94.57,22,4,domestic,29,0,104.41,0.9058,app_movil,0
retiro_cajero,338.65,13,3,domestic,35,1,269.2,1.258,web,0
compra_pos,223.86,22,0,Africa,13,4,27.24,8.2179,web,1
compra_pos,185.96,8,3,domestic,46,2,193.28,0.9621,web,0
compra_pos,159.79,19,0,domestic,76,1,109.06,1.4651,app_movil,0
retiro_cajero,14.13,7,2,EU,35,0,29.06,0.4861,app_movil,0
pago_online,57.38,11,3,domestic,58,3,47.22,1.2153,web,0
pago_online,156.3,8,3,domestic,104,1,97.21,1.6079,web,0
transferencia,34.44,18,2,domestic,75,2,28.39,1.2132,web,0
transferencia,30.55,9,1,domestic,59,0,95.76,0.319,web,0
retiro_cajero,14.53,1,2,domestic,78,0,18.28,0.7948,web,0
compra_pos,7.88,18,5,domestic,74,2,78.79,0.1,web,0
pago_online,60.25,17,1,domestic,45,0,43.51,1.3847,web,0
retiro_cajero,20.64,14,5,domestic,47,2,40.53,0.5091,web,0
transferencia,191.42,10,0,domestic,51,3,188.62,1.0148,app_movil,0
pago_online,75.96,22,5,domestic,76,2,91.57,0.8295,web,0
transferencia,441.63,9,3,LATAM,72,0,286.16,1.5433,web,0
retiro_cajero,40.58,7,3,domestic,28,1,57.66,0.7037,cajero,0
retiro_cajero,86.54,6,5,EU,34,2,84.2,1.0278,app_movil,0
pago_online,77.04,11,4,domestic,159,2,93.68,0.8224,web,0
transferencia,15.63,17,4,domestic,95,4,41.81,0.3739,web,0
transferencia,94.7,18,0,domestic,37,0,73.72,1.2845,cajero,0
compra_pos,417.01,23,3,domestic,68,2,375.8,1.1097,app_movil,0
compra_pos,311.31,19,4,domestic,41,1,268.53,1.1593,cajero,0
transferencia,190.95,14,5,EU,20,1,217.05,0.8798,web,0
pago_online,107.48,13,3,domestic,31,1,111.61,0.963,app_movil,0
pago_online,11.89,8,6,domestic,88,3,22.52,0.528,sucursal,0
retiro_cajero,61.98,16,0,domestic,34,2,90.95,0.6815,sucursal,0
compra_pos,144.64,23,3,domestic,29,1,116.5,1.2415,app_movil,0
pago_online,35.62,13,4,domestic,48,1,58.62,0.6076,app_movil,0
retiro_cajero,44.89,5,5,domestic,29,0,56.55,0.7938,app_movil,0
transferencia_internacional,71.92,10,2,domestic,37,0,58.5,1.2294,cajero,0
retiro_cajero,175.8,19,2,domestic,61,4,182.11,0.9653,web,0
transferencia,71.07,15,4,domestic,52,4,97.27,0.7307,app_movil,0
retiro_cajero,575.92,10,1,EU,30,2,320.35,1.7978,app_movil,0
retiro_cajero,178.25,15,1,domestic,31,2,225.26,0.7913,sucursal,0
retiro_cajero,122.88,12,4,domestic,61,1,107.36,1.1446,cajero,0
retiro_cajero,59.99,13,0,domestic,195,1,70.18,0.8548,app_movil,0
transferencia,111.71,16,4,domestic,26,2,103.47,1.0796,web,0
transferencia,181.22,13,2,US,30,0,173.59,1.044,cajero,0
compra_pos,85.92,22,1,EU,31,2,97.64,0.88,cajero,0
pago_online,242.45,17,0,domestic,36,0,235.91,1.0277,web,0
compra_pos,268.97,11,3,domestic,54,3,192.81,1.395,web,0
pago_online,82.16,16,0,domestic,35,1,107.78,0.7623,web,0
compra_pos,113.89,8,6,domestic,29,3,144.27,0.7895,app_movil,0
transferencia,199.78,18,5,domestic,110,1,121.17,1.6487,app_movil,0
transferencia,51.26,15,4,US,29,0,48.39,1.0593,app_movil,0
