loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
8125, 36 months,8.81,257.65,B,B1,10+ years,RENT,149763,Source Verified,home_improvement,23.31,0,13,0,9816,23.4,29,Fully Paid
5275, 36 months,8.86,167.4,B,B5,5 years,RENT,49578,Verified,home_improvement,41.47,0,6,2,62978,83.7,16,Fully Paid
7825, 60 months,17.31,195.78,D,D2,8 years,OWN,74339,Verified,educational,16.0,0,12,0,9647,46.1,21,Current
8450, 60 months,18.5,216.88,E,E2,7 years,MORTGAGE,84417,Not Verified,house,28.92,0,13,0,4380,45.1,28,Fully Paid
11675, 36 months,20.34,435.91,E,E4,10+ years,MORTGAGE,56991,Source Verified,small_business,12.17,0,11,0,20394,32.0,22,Charged Off
7850, 36 months,16.47,277.81,D,D3,10+ years,RENT,34195,Not Verified,debt_consolidation,13.56,0,11,0,1194,6.2,23,Fully Paid
11750, 60 months,11.91,260.84,C,C4,10+ years,MORTGAGE,40236,Source Verified,debt_consolidation,7.46,1,12,2,103872,66.3,21,Current
11875, 36 months,5.0,355.9,A,A5,10+ years,RENT,31990,Source Verified,car,31.51,0,8,0,13332,36.1,20,Fully Paid
7325, 36 months,10.29,237.36,A,A1,3 years,MORTGAGE,24162,Verified,other,8.46,0,14,0,3240,89.3,25,Fully Paid
12450, 36 months,17.91,449.54,E,E4,10+ years,RENT,54077,Not Verified,debt_consolidation,10.46,0,14,0,3753,46.6,33,Charged Off
6550, 60 months,12.9,148.7,C,C3,10+ years,MORTGAGE,226398,Source Verified,debt_consolidation,18.01,0,12,0,9895,16.8,25,Fully Paid
40000, 36 months,8.33,1259.55,A,A4,1 year,MORTGAGE,69418,Verified,debt_consolidation,37.33,0,11,0,1340,27.6,27,Fully Paid
12200, 36 months,7.29,378.32,A,A2,10+ years,RENT,50403,Verified,medical,7.68,1,14,0,25860,57.9,29,Fully Paid
15175, 36 months,12.29,506.13,C,C5,10+ years,OWN,74885,Not Verified,other,19.06,0,7,0,20934,2.0,17,Fully Paid
8625, 60 months,5.0,162.76,A,A5,10+ years,RENT,36478,Verified,debt_consolidation,9.3,2,12,0,16427,46.2,27,Fully Paid
5975, 36 months,6.69,183.64,A,A5,10+ years,RENT,22104,Verified,major_purchase,32.17,0,13,0,5207,47.7,32,Fully Paid
17750, 60 months,9.04,368.81,C,C5,10+ years,OWN,39596,Source Verified,moving,17.6,0,10,2,146927,45.9,24,Fully Paid
12450, 36 months,16.75,442.33,D,D5,10+ years,RENT,30389,Verified,debt_consolidation,30.64,0,9,0,3337,47.8,26,Current
1575, 60 months,13.05,35.88,C,C5,1 year,RENT,19745,Source Verified,debt_consolidation,12.12,0,11,0,4570,70.6,24,Fully Paid
38075, 60 months,11.11,829.93,B,B1,1 year,MORTGAGE,43040,Source Verified,credit_card,13.7,1,9,0,2139,12.8,19,Fully Paid
16575, 60 months,14.78,392.41,D,D3,1 year,RENT,80247,Source Verified,other,11.32,0,10,0,8994,60.6,26,Fully Paid
7575, 60 months,9.01,157.28,B,B5,1 year,OTHER,75871,Source Verified,educational,29.36,0,7,0,4422,34.6,26,Fully Paid
15100, 36 months,10.16,488.37,B,B3,4 years,RENT,70457,Verified,debt_consolidation,29.05,0,10,3,10770,8.6,21,Fully Paid
13275, 36 months,16.81,472.04,D,D5,10+ years,RENT,163018,Source Verified,debt_consolidation,12.65,0,10,1,41262,76.2,24,Fully Paid
13975, 60 months,10.99,303.78,C,C4,4 years,MORTGAGE,42983,Source Verified,debt_consolidation,24.29,0,6,0,20816,60.8,25,Fully Paid
5375, 60 months,19.03,139.52,E,E5,10+ years,RENT,77628,Not Verified,other,15.78,0,14,0,4969,13.5,28,Fully Paid
10400, 36 months,15.1,361.03,C,C2,10+ years,OWN,47429,Not Verified,car,7.56,0,8,0,7121,39.6,24,Fully Paid
12225, 36 months,13.39,414.21,C,C1,10+ years,RENT,140522,Not Verified,debt_consolidation,20.11,0,16,0,4707,54.7,27,Fully Paid
23425, 36 months,5.0,702.07,A,A4,6 years,RENT,36861,Not Verified,other,23.16,0,12,0,18366,25.3,23,Fully Paid
10625, 36 months,10.82,346.94,B,B4,3 years,RENT,93526,Verified,medical,25.56,0,7,0,2646,20.3,22,Fully Paid
13375, 36 months,7.1,413.59,B,B2,1 year,RENT,69553,Source Verified,debt_consolidation,16.93,0,7,1,40846,31.7,18,Fully Paid
5225, 60 months,9.04,108.56,B,B5,7 years,MORTGAGE,124442,Not Verified,home_improvement,14.35,0,10,0,11465,26.0,29,Fully Paid
10350, 36 months,24.84,410.64,F,F1,10+ years,RENT,60207,Not Verified,debt_consolidation,13.48,1,16,1,1354,77.8,29,Fully Paid
18150, 36 months,11.32,596.96,B,B4,8 years,MORTGAGE,51949,Verified,debt_consolidation,23.61,1,14,0,6255,24.9,26,Fully Paid
6125, 36 months,16.49,216.82,E,E1,10+ years,RENT,48319,Verified,debt_consolidation,19.46,0,13,0,967,57.6,25,Fully Paid
7525, 36 months,14.07,257.44,C,C4,4 years,RENT,54615,Not Verified,other,12.75,3,17,1,7951,37.5,29,Fully Paid
5025, 36 months,17.79,181.14,D,D5,< 1 year,RENT,19552,Source Verified,debt_consolidation,18.42,1,11,0,5079,55.1,21,Charged Off
3825, 36 months,12.16,127.34,C,C4,10+ years,MORTGAGE,43792,Source Verified,credit_card,21.96,0,10,0,1338,38.4,25,Fully Paid
5400, 36 months,13.14,182.31,C,C4,2 years,RENT,42225,Source Verified,credit_card,22.15,0,11,0,29330,76.0,22,Fully Paid
14650, 36 months,8.42,461.92,C,C3,10+ years,RENT,30205,Verified,other,16.44,1,13,1,52324,33.4,29,Fully Paid
8325, 36 months,5.38,250.93,B,B5,10+ years,OWN,42760,Not Verified,medical,27.04,0,16,0,6502,32.7,28,Charged Off
5425, 36 months,18.16,196.56,D,D2,1 year,RENT,34934,Not Verified,debt_consolidation,12.0,0,11,0,5966,51.8,16,Fully Paid
40000, 36 months,8.69,1266.23,B,B2,9 years,RENT,44000,Not Verified,credit_card,16.77,0,15,0,7943,54.2,30,Fully Paid
6050, 36 months,5.98,184.0,A,A5,10+ years,RENT,87088,Verified,credit_card,23.88,0,13,0,6914,21.3,31,Fully Paid
15300, 60 months,13.35,350.87,C,C2,10+ years,RENT,87219,Not Verified,debt_consolidation,18.62,0,6,0,5136,27.5,20,Fully Paid
12475, 36 months,5.95,379.23,A,A5,1 year,MORTGAGE,154385,Verified,credit_card,17.0,0,10,0,34074,45.6,27,Fully Paid
11750, 36 months,23.31,456.74,F,F2,10+ years,RENT,72032,Not Verified,debt_consolidation,12.21,0,10,0,10745,21.0,24,Charged Off
2725, 36 months,24.59,107.76,F,F3,1 year,MORTGAGE,24046,Source Verified,debt_consolidation,9.83,1,10,0,7520,56.8,20,Charged Off
24075, 60 months,17.76,608.21,E,E2,7 years,MORTGAGE,49142,Not Verified,debt_consolidation,12.5,0,12,0,15732,49.0,28,Fully Paid
12375, 36 months,11.24,406.55,B,B4,6 years,OWN,40805,Not Verified,car,26.29,0,11,0,10122,35.7,25,Fully Paid
18825, 36 months,6.15,573.97,A,A5,2 years,RENT,33208,Not Verified,debt_consolidation,12.67,0,11,0,9118,3.1,33,Fully Paid
21950, 36 months,18.49,798.95,E,E1,4 years,MORTGAGE,113978,Not Verified,debt_consolidation,16.45,0,17,0,3477,23.8,29,Fully Paid
32825, 36 months,7.79,1025.44,B,B1,2 years,RENT,78645,Verified,credit_card,36.45,0,14,1,10484,46.9,33,Fully Paid
4900, 36 months,24.06,192.4,F,F5,6 years,MORTGAGE,62454,Source Verified,small_business,24.81,1,6,0,16282,49.8,21,Fully Paid
5975, 36 months,23.54,232.98,F,F3,< 1 year,MORTGAGE,24577,Source Verified,debt_consolidation,15.48,1,13,0,4132,30.2,27,Fully Paid
6575, 60 months,17.68,165.82,E,E2,10+ years,RENT,57001,Verified,small_business,14.9,2,12,0,19711,63.6,31,Charged Off
5375, 36 months,8.6,169.92,B,B3,2 years,MORTGAGE,241780,Not Verified,debt_consolidation,29.26,1,11,1,12708,15.4,23,Fully Paid
24950, 36 months,8.29,785.18,B,B1,10+ years,MORTGAGE,36240,Source Verified,other,14.34,4,6,0,17710,36.5,28,Current
4900, 36 months,21.89,186.85,E,E5,10+ years,RENT,52530,Verified,debt_consolidation,16.5,0,14,0,6339,10.8,33,Fully Paid
7575, 60 months,9.7,159.83,B,B5,6 years,RENT,137763,Verified,debt_consolidation,15.25,0,14,2,3428,64.3,29,Fully Paid
3150, 36 months,8.85,99.95,A,A3,7 years,RENT,46020,Source Verified,other,31.68,1,17,2,11869,4.2,28,Fully Paid
16500, 36 months,11.94,547.56,C,C3,4 years,RENT,45439,Not Verified,debt_consolidation,16.39,3,10,0,16125,34.6,16,Fully Paid
9050, 36 months,23.56,352.97,F,F2,10+ years,RENT,52197,Not Verified,debt_consolidation,14.45,0,13,0,55755,17.7,29,Charged Off
18350, 36 months,17.08,654.96,D,D4,10+ years,MORTGAGE,73714,Verified,credit_card,21.71,0,18,0,2345,8.4,31,Fully Paid
16150, 60 months,13.91,375.03,C,C4,10+ years,RENT,34154,Verified,renewable_energy,35.84,0,10,0,9369,70.7,27,Fully Paid
3125, 60 months,7.58,62.74,A,A2,5 years,RENT,104191,Not Verified,debt_consolidation,10.09,0,9,0,15517,49.2,25,Fully Paid
11250, 36 months,11.67,371.89,C,C4,10+ years,MORTGAGE,47257,Verified,debt_consolidation,18.88,0,8,0,16381,26.8,23,Fully Paid
4600, 36 months,25.71,184.63,G,G1,6 years,MORTGAGE,67763,Not Verified,home_improvement,11.8,0,8,0,2612,21.8,22,Fully Paid
10900, 36 months,5.97,331.45,A,A4,10+ years,OWN,46628,Not Verified,other,29.2,3,9,0,16791,33.4,26,Fully Paid
6550, 36 months,15.22,227.76,C,C2,1 year,MORTGAGE,26867,Not Verified,other,10.53,0,9,0,1936,62.7,23,Fully Paid
35700, 36 months,18.5,1299.61,E,E4,10+ years,MORTGAGE,16034,Not Verified,credit_card,22.74,0,8,1,2156,24.2,19,Charged Off
40000, 36 months,15.71,1400.56,D,D5,10+ years,RENT,68680,Verified,credit_card,12.26,0,16,0,32270,32.2,35,Fully Paid
8325, 36 months,17.59,299.26,D,D3,10+ years,MORTGAGE,20141,Not Verified,debt_consolidation,31.73,0,14,0,3364,48.9,29,Fully Paid
10600, 60 months,17.51,266.35,D,D1,6 years,MORTGAGE,94717,Verified,small_business,43.25,2,7,0,22507,26.1,29,Fully Paid
1975, 36 months,10.33,64.03,B,B5,10+ years,MORTGAGE,64620,Source Verified,debt_consolidation,26.91,0,9,0,10171,38.3,28,Fully Paid
3125, 60 months,9.62,65.81,B,B5,3 years,RENT,201697,Source Verified,debt_consolidation,16.17,0,10,4,23666,58.8,26,Fully Paid
12950, 60 months,14.9,307.4,D,D2,9 years,MORTGAGE,42182,Source Verified,debt_consolidation,10.16,0,13,0,5142,50.5,29,Charged Off
9675, 36 months,15.46,337.57,D,D3,8 years,MORTGAGE,169530,Verified,debt_consolidation,17.76,0,15,1,5344,16.5,32,Fully Paid
13275, 36 months,21.69,504.85,E,E3,4 years,RENT,50286,Not Verified,debt_consolidation,18.25,0,7,0,13527,45.7,27,Charged Off
5650, 60 months,21.16,153.36,E,E1,10+ years,MORTGAGE,104552,Not Verified,home_improvement,41.75,0,8,0,29803,20.0,21,Fully Paid
12225, 60 months,11.0,265.8,C,C2,1 year,RENT,83067,Not Verified,credit_card,17.35,1,7,1,25201,78.0,22,Fully Paid
1675, 36 months,14.3,57.49,C,C1,2 years,MORTGAGE,19921,Source Verified,car,12.37,1,14,0,4182,34.2,30,Fully Paid
6450, 36 months,18.46,234.67,D,D4,7 years,MORTGAGE,406806,Source Verified,credit_card,17.85,1,11,0,60613,47.4,27,Fully Paid
13700, 36 months,13.08,462.14,C,C5,10+ years,RENT,158120,Not Verified,debt_consolidation,14.11,1,17,0,2631,24.4,33,Fully Paid
32450, 60 months,17.14,808.91,D,D1,9 years,MORTGAGE,76003,Not Verified,credit_card,15.84,1,14,0,6413,35.2,27,Fully Paid
9100, 60 months,18.02,231.18,D,D5,10+ years,OWN,132891,Not Verified,debt_consolidation,39.06,0,15,0,24582,56.1,27,Fully Paid
14950, 60 months,18.96,387.48,E,E2,7 years,RENT,70569,Not Verified,debt_consolidation,11.72,2,16,0,12166,34.8,26,Fully Paid
6175, 60 months,12.99,140.47,B,B4,10+ years,RENT,101889,Source Verified,vacation,24.16,0,8,0,38640,9.3,20,Fully Paid
13500, 36 months,11.33,444.09,B,B2,4 years,MORTGAGE,65773,Source Verified,debt_consolidation,14.5,0,9,0,7356,18.8,30,Fully Paid
7000, 36 months,7.29,217.07,A,A4,10+ years,MORTGAGE,32053,Not Verified,home_improvement,16.22,0,9,1,19635,24.6,28,Fully Paid
38875, 36 months,12.95,1308.92,C,C4,5 years,MORTGAGE,56329,Not Verified,car,16.36,0,10,0,2820,42.7,26,Fully Paid
7850, 36 months,7.24,243.25,A,A5,8 years,MORTGAGE,43737,Verified,debt_consolidation,11.17,0,17,0,3224,88.1,25,Fully Paid
8775, 36 months,10.66,285.87,C,C2,2 years,OWN,87500,Verified,major_purchase,20.81,0,15,1,4812,31.3,31,Fully Paid
17000, 60 months,16.12,414.49,C,C2,10+ years,MORTGAGE,31815,Source Verified,major_purchase,6.67,0,13,0,2635,26.9,27,Fully Paid
14050, 60 months,11.19,306.81,B,B1,10+ years,RENT,65425,Not Verified,small_business,14.58,0,14,0,2756,41.3,20,Fully Paid
7650, 36 months,15.2,265.94,C,C2,10+ years,MORTGAGE,25701,Verified,debt_consolidation,18.5,0,7,0,6671,27.8,19,Fully Paid
13175, 36 months,6.55,404.1,A,A1,2 years,MORTGAGE,95083,Not Verified,house,20.72,1,7,0,9218,23.9,16,Fully Paid
4725, 36 months,5.96,143.66,A,A3,< 1 year,MORTGAGE,28814,Source Verified,debt_consolidation,20.34,3,13,0,8685,35.1,29,Fully Paid
11575, 36 months,15.49,404.03,D,D3,4 years,RENT,86007,Source Verified,major_purchase,10.47,0,10,2,16905,32.5,31,Fully Paid
14525, 36 months,10.72,473.61,B,B3,7 years,MORTGAGE,64264,Verified,debt_consolidation,13.92,0,3,0,6957,13.9,15,Fully Paid
7350, 36 months,5.73,222.7,A,A2,10+ years,MORTGAGE,111936,Not Verified,moving,17.4,0,11,0,1958,83.2,24,Fully Paid
7625, 60 months,12.72,172.4,C,C2,5 years,MORTGAGE,54677,Verified,debt_consolidation,12.18,0,14,0,5454,61.2,27,Fully Paid
6350, 36 months,17.32,227.41,D,D1,3 years,RENT,97573,Verified,home_improvement,17.65,0,11,3,15527,82.6,31,Fully Paid
3600, 60 months,8.51,73.88,B,B4,5 years,OWN,65469,Source Verified,car,20.41,0,11,0,10031,42.4,24,Fully Paid
13225, 36 months,14.57,455.67,C,C1,10+ years,MORTGAGE,77417,Verified,debt_consolidation,13.24,0,10,0,2143,25.9,22,Fully Paid
7075, 36 months,6.47,216.75,A,A3,4 years,OWN,20434,Verified,debt_consolidation,21.26,1,11,1,2670,59.9,24,Fully Paid
14600, 36 months,5.0,437.58,A,A1,10+ years,RENT,40692,Source Verified,debt_consolidation,14.86,0,9,0,5179,17.2,28,Fully Paid
8700, 60 months,11.99,193.48,C,C4,2 years,MORTGAGE,54293,Source Verified,debt_consolidation,11.86,0,17,0,16722,21.8,29,Fully Paid
15200, 60 months,14.96,361.29,C,C2,10+ years,OWN,136244,Source Verified,credit_card,27.89,1,5,0,5557,44.1,17,Fully Paid
2975, 36 months,11.59,98.23,C,C1,9 years,OWN,73683,Verified,credit_card,13.55,2,15,0,13734,24.4,32,Fully Paid
4425, 60 months,17.84,111.98,D,D3,3 years,OWN,21347,Not Verified,debt_consolidation,9.26,0,5,2,20372,24.1,17,Fully Paid
5475, 36 months,24.18,215.32,F,F3,10+ years,RENT,77861,Verified,home_improvement,13.4,0,13,0,14249,11.1,28,Current
22875, 36 months,12.74,767.89,C,C2,6 years,MORTGAGE,35370,Not Verified,debt_consolidation,18.15,0,10,0,12193,30.0,19,Fully Paid
13100, 60 months,13.27,299.88,B,B1,10+ years,RENT,37265,Source Verified,car,18.82,0,11,0,1278,39.9,25,Fully Paid
8225, 60 months,14.57,193.82,D,D4,10+ years,RENT,57821,Not Verified,car,10.64,0,9,0,2842,16.4,20,Fully Paid
7075, 36 months,8.39,222.98,B,B2,1 year,RENT,70687,Source Verified,other,21.09,0,22,0,11437,45.8,35,Fully Paid
15000, 36 months,9.46,480.21,B,B1,10+ years,MORTGAGE,37548,Source Verified,car,16.17,0,6,0,3549,27.6,20,Fully Paid
6550, 36 months,10.12,211.72,A,A5,10+ years,MORTGAGE,20992,Source Verified,moving,9.2,1,19,0,7196,27.9,32,Fully Paid
16550, 36 months,6.47,507.02,A,A3,10+ years,MORTGAGE,53836,Source Verified,credit_card,8.43,0,8,0,28545,62.8,19,Fully Paid
8500, 60 months,24.41,246.55,F,F4,6 years,MORTGAGE,52347,Not Verified,house,17.9,2,6,0,2765,43.2,24,Current
24450, 36 months,19.5,902.43,E,E4,2 years,RENT,141511,Not Verified,vacation,14.46,0,11,0,10508,59.5,24,Fully Paid
5100, 36 months,17.04,181.93,D,D4,4 years,MORTGAGE,61428,Not Verified,debt_consolidation,11.54,0,7,0,30389,39.3,30,Fully Paid
9025, 36 months,9.09,287.37,B,B3,10+ years,RENT,121453,Source Verified,credit_card,12.83,0,10,1,1181,33.5,26,Fully Paid
5200, 60 months,7.54,104.3,A,A1,10+ years,MORTGAGE,213135,Verified,debt_consolidation,15.81,0,12,0,3713,27.4,28,Fully Paid
30925, 60 months,7.66,622.03,A,A2,7 years,MORTGAGE,30811,Not Verified,other,15.66,0,11,0,3556,40.6,25,Current
10025, 60 months,9.15,208.83,B,B1,3 years,OWN,144691,Not Verified,major_purchase,15.67,0,11,0,12358,42.0,23,Fully Paid
4875, 36 months,11.31,160.32,C,C2,10+ years,OWN,104764,Source Verified,car,15.5,3,8,1,6031,30.7,24,Fully Paid
5250, 60 months,16.64,129.46,D,D4,10+ years,RENT,15822,Not Verified,home_improvement,36.19,2,10,1,14039,59.4,24,Current
14175, 36 months,15.1,492.08,C,C1,10+ years,RENT,53488,Not Verified,debt_consolidation,13.41,1,5,0,2586,32.2,22,Fully Paid
2750, 36 months,8.26,86.51,B,B4,< 1 year,MORTGAGE,91431,Verified,debt_consolidation,22.02,0,10,0,5095,15.9,22,Fully Paid
8725, 60 months,24.5,253.54,F,F5,< 1 year,MORTGAGE,73329,Verified,debt_consolidation,20.97,0,9,0,4957,37.0,22,Fully Paid
5425, 36 months,14.69,187.24,D,D4,4 years,MORTGAGE,161865,Verified,credit_card,13.03,0,10,0,7879,42.5,24,Fully Paid
8850, 36 months,11.44,291.59,C,C4,2 years,RENT,85320,Not Verified,small_business,8.34,1,13,0,9601,75.2,32,Fully Paid
10600, 36 months,14.95,367.19,C,C2,10+ years,MORTGAGE,25390,Not Verified,major_purchase,13.9,0,15,0,4141,72.9,28,Fully Paid
9225, 36 months,10.54,300.01,B,B5,8 years,RENT,96333,Not Verified,car,8.48,0,12,0,8669,38.4,32,Fully Paid
8200, 36 months,10.02,264.67,B,B4,10+ years,RENT,30155,Not Verified,small_business,7.97,0,9,0,9476,45.0,28,Fully Paid
11100, 60 months,6.02,214.7,B,B4,2 years,RENT,42977,Verified,debt_consolidation,13.42,4,14,0,962,20.3,25,Fully Paid
33675, 36 months,15.67,1178.43,D,D5,10+ years,OWN,115727,Verified,debt_consolidation,16.98,0,10,0,10082,67.1,21,Fully Paid
24125, 36 months,7.41,749.44,A,A5,9 years,RENT,108157,Not Verified,debt_consolidation,15.09,2,13,1,8752,64.8,38,Fully Paid
7800, 60 months,5.0,147.2,A,A1,4 years,MORTGAGE,61267,Not Verified,debt_consolidation,8.56,1,12,0,77620,30.6,30,Fully Paid
16425, 60 months,5.97,317.31,A,A2,7 years,RENT,38765,Verified,debt_consolidation,10.12,0,15,0,9913,10.7,32,Fully Paid
15875, 36 months,7.65,494.91,A,A5,9 years,MORTGAGE,53098,Verified,debt_consolidation,17.47,1,14,0,6731,44.7,28,Fully Paid
7575, 36 months,17.73,272.83,E,E5,10+ years,OTHER,55975,Source Verified,debt_consolidation,21.07,0,9,0,30974,13.2,22,Fully Paid
9675, 36 months,13.98,330.57,D,D3,< 1 year,RENT,42616,Verified,credit_card,11.78,0,8,0,4544,51.3,22,Fully Paid
14400, 36 months,10.76,469.8,C,C5,10+ years,OWN,118336,Verified,debt_consolidation,16.26,0,13,0,3518,39.1,27,Fully Paid
5925, 36 months,7.0,182.95,A,A2,10+ years,OWN,46664,Source Verified,debt_consolidation,17.86,0,7,0,5797,28.2,15,Fully Paid
8350, 36 months,12.16,277.98,C,C4,10+ years,MORTGAGE,51172,Verified,debt_consolidation,32.81,0,14,0,13849,17.9,25,Fully Paid
8600, 36 months,14.32,295.27,C,C4,10+ years,RENT,52020,Not Verified,debt_consolidation,30.95,3,13,0,58642,49.6,25,Fully Paid
8175, 36 months,6.68,251.23,A,A4,2 years,MORTGAGE,90972,Not Verified,home_improvement,20.87,1,11,0,10682,56.3,24,Fully Paid
7950, 36 months,12.32,265.27,B,B4,8 years,OWN,69743,Not Verified,house,7.25,2,10,0,6045,64.6,23,Charged Off
13475, 36 months,7.64,420.02,B,B3,10+ years,OTHER,68251,Not Verified,debt_consolidation,29.71,3,12,0,4797,38.7,17,Fully Paid
10075, 36 months,13.5,341.9,C,C5,9 years,MORTGAGE,34010,Not Verified,debt_consolidation,19.87,0,14,0,1324,59.3,31,Fully Paid
15475, 36 months,11.81,512.59,C,C4,5 years,MORTGAGE,68930,Source Verified,other,12.68,0,11,0,1560,36.9,17,Fully Paid
40000, 36 months,7.4,1242.41,A,A1,10+ years,MORTGAGE,93680,Verified,debt_consolidation,36.18,0,12,1,7932,42.6,36,Fully Paid
6800, 36 months,9.68,218.4,B,B4,7 years,MORTGAGE,48696,Not Verified,credit_card,14.49,0,13,0,3777,71.6,27,Current
11525, 36 months,11.51,380.1,C,C5,10+ years,RENT,65352,Source Verified,small_business,38.87,0,12,1,8132,27.0,32,Fully Paid
14125, 60 months,12.76,319.65,C,C4,8 years,MORTGAGE,104032,Verified,debt_consolidation,10.47,0,16,0,4467,50.5,27,Fully Paid
21250, 36 months,20.11,790.92,E,E3,10+ years,MORTGAGE,37017,Source Verified,debt_consolidation,13.86,0,17,0,3530,61.1,33,Charged Off
13400, 36 months,12.1,445.71,C,C2,10+ years,MORTGAGE,37331,Verified,debt_consolidation,7.22,0,9,0,2216,67.6,25,Fully Paid
4600, 36 months,7.59,143.28,A,A2,10+ years,MORTGAGE,55696,Not Verified,debt_consolidation,13.66,1,13,0,3919,45.2,30,Fully Paid
6200, 36 months,5.0,185.82,A,A5,< 1 year,RENT,95610,Not Verified,debt_consolidation,26.62,1,10,0,65457,37.3,24,Fully Paid
10950, 36 months,16.14,385.73,C,C2,< 1 year,RENT,12000,Verified,debt_consolidation,13.16,0,10,1,5520,18.9,22,Current
6100, 36 months,7.93,190.95,A,A2,9 years,RENT,53244,Verified,other,11.77,1,11,0,6013,19.2,23,Fully Paid
3500, 36 months,13.52,118.81,C,C1,10+ years,RENT,39229,Verified,debt_consolidation,27.12,1,7,0,7333,29.5,24,Fully Paid
5625, 36 months,28.27,233.49,F,F5,9 years,MORTGAGE,74196,Not Verified,debt_consolidation,17.52,0,11,0,19491,43.8,24,Fully Paid
5625, 60 months,12.54,126.67,C,C5,3 years,OWN,56442,Verified,credit_card,17.37,0,12,0,11037,58.5,30,Fully Paid
4875, 36 months,10.42,158.27,B,B2,4 years,MORTGAGE,118855,Source Verified,credit_card,10.61,0,12,0,6751,33.9,22,Fully Paid
40000, 36 months,13.33,1354.12,C,C2,10+ years,RENT,88417,Verified,credit_card,10.98,0,8,0,6518,44.6,22,Charged Off
12325, 36 months,10.7,401.76,B,B2,9 years,RENT,52230,Source Verified,credit_card,14.9,1,6,0,5467,47.4,16,Fully Paid
10725, 60 months,15.24,256.5,C,C3,10+ years,MORTGAGE,32499,Not Verified,other,7.59,0,11,1,1305,65.4,28,Charged Off
18825, 60 months,24.82,550.55,F,F4,8 years,RENT,73846,Source Verified,credit_card,22.65,0,13,0,4480,37.9,28,Fully Paid
34825, 36 months,11.06,1141.12,B,B3,4 years,MORTGAGE,50030,Not Verified,debt_consolidation,21.0,0,10,0,47228,22.7,24,Current
12950, 36 months,23.17,502.44,F,F5,8 years,RENT,52963,Not Verified,debt_consolidation,19.43,0,11,0,33771,19.6,21,Fully Paid
20175, 36 months,19.69,746.59,E,E1,10+ years,RENT,29808,Source Verified,house,9.71,3,12,0,2836,39.9,27,Fully Paid
6950, 36 months,11.96,230.71,B,B4,8 years,MORTGAGE,65616,Not Verified,debt_consolidation,21.79,0,15,0,3035,38.2,29,Fully Paid
5225, 36 months,7.4,162.29,A,A1,4 years,MORTGAGE,44160,Not Verified,car,11.69,2,13,0,52659,31.4,28,Current
18700, 36 months,6.87,576.29,A,A5,4 years,RENT,46902,Not Verified,debt_consolidation,27.01,0,13,0,2592,24.9,28,Fully Paid
18450, 60 months,5.37,351.31,A,A5,10+ years,OWN,12000,Not Verified,other,14.55,0,16,0,1753,34.4,33,Fully Paid
17275, 36 months,7.95,540.94,A,A1,< 1 year,RENT,61085,Not Verified,debt_consolidation,16.97,0,7,3,3615,53.0,24,Fully Paid
10800, 60 months,15.33,258.81,D,D1,3 years,RENT,33831,Verified,debt_consolidation,21.17,1,16,1,6718,50.3,36,Fully Paid
5725, 36 months,5.0,171.58,A,A1,2 years,MORTGAGE,81599,Not Verified,home_improvement,18.54,1,7,0,13592,47.7,20,Fully Paid
7050, 36 months,9.67,226.39,B,B5,10+ years,MORTGAGE,62483,Verified,credit_card,4.56,0,9,1,2829,57.3,24,Fully Paid
